Customer ID,City,Country,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD),Effective To Date,Customer Lifetime Value (USD),Coverage,Monthly Premium Auto (USD),Number of Policies,Policy Type,Policy,Months Since Policy Inception,Months Since Last Claim,Sales Channel,Response,Renew Offer Type,Number of Open Complaints,Total Claim Amount (USD),Vehicle Class,Vehicle Size
YT36855,Manama,Bahrain,Suburban,M,Married,College,Unemployed,0.00,24-Feb-11,"2,981.88",Extended,83.00,1,Personal Auto,Personal L2,89,26,Web,No,Offer3,0,582.68,Two-Door Car,Medsize
CW82151,Riffa,Bahrain,Rural,M,Married,Bachelor,Employed,"46,833.00",5-Jan-11,"8,902.74",Basic,112.00,9,Personal Auto,Personal L3,3,6,Call Center,No,Offer1,0,64.11,Sports Car,Medsize
DY22043,Jaww,Bahrain,Suburban,F,Married,High School or Below,Employed,"88,768.00",28-Jan-11,"5,499.45",Basic,68.00,7,Personal Auto,Personal L3,77,17,Branch,No,Offer3,0,326.40,Two-Door Car,Small
SH36774,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"28,262.00",12-Jan-11,"15,023.60",Basic,192.00,3,Personal Auto,Personal L3,77,9,Web,No,Offer3,0,921.60,Luxury SUV,Medsize
EM43724,Sitra,Bahrain,Rural,F,Married,Bachelor,Employed,"33,555.00",16-Feb-11,"2,509.11",Basic,63.00,1,Personal Auto,Personal L3,11,17,Agent,No,Offer1,0,101.90,Four-Door Car,Medsize
FH85960,Jaww,Bahrain,Suburban,M,Divorced,College,Employed,"42,780.00",3-Jan-11,"31,221.75",Premium,113.00,2,Personal Auto,Personal L2,27,10,Call Center,No,Offer1,1,542.40,Four-Door Car,Medsize
XA55993,Jaww,Bahrain,Rural,F,Single,Master,Employed,"58,850.00",7-Feb-11,"3,133.50",Extended,78.00,1,Personal Auto,Personal L3,26,20,Branch,No,Offer2,0,143.75,Four-Door Car,Medsize
GO36627,Saar,Bahrain,Urban,M,Married,College,Employed,"21,880.00",13-Jan-11,"3,837.45",Extended,97.00,1,Special Auto,Special L2,37,29,Branch,No,Offer1,0,424.08,Four-Door Car,Medsize
QH48047,Jaww,Bahrain,Suburban,M,Divorced,College,Retired,"25,251.00",3-Jan-11,"11,790.50",Basic,66.00,2,Personal Auto,Personal L2,43,13,Web,Yes,Offer2,0,316.80,Four-Door Car,Medsize
RB50392,Manama,Bahrain,Rural,F,Married,Master,Unemployed,0.00,17-Feb-11,"7,838.07",Basic,69.00,2,Personal Auto,Personal L1,12,9,Agent,No,Offer2,0,2.70,Four-Door Car,Medsize
UH65059,Saar,Bahrain,Suburban,M,Married,High School or Below,Employed,"24,188.00",21-Jan-11,"4,305.81",Basic,109.00,1,Personal Auto,Personal L3,82,14,Agent,No,Offer1,0,523.20,Sports Car,Medsize
FV21968,Sitra,Bahrain,Rural,F,Married,Bachelor,Employed,"41,611.00",26-Jan-11,"5,973.98",Basic,74.00,8,Special Auto,Special L2,8,14,Branch,No,Offer1,0,113.80,Four-Door Car,Medsize
QA87025,Jaww,Bahrain,Urban,F,Married,Bachelor,Employed,"28,406.00",31-Jan-11,"5,670.44",Basic,72.00,4,Personal Auto,Personal L3,35,16,Call Center,No,Offer1,1,192.88,Four-Door Car,Medsize
TQ13499,Saar,Bahrain,Suburban,M,Married,College,Employed,"69,833.00",2-Jan-11,"4,731.75",Premium,118.00,1,Personal Auto,Personal L3,99,32,Agent,No,Offer1,0,828.66,Four-Door Car,Small
BU44523,Saar,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,7-Feb-11,"8,026.38",Basic,74.00,2,Corporate Auto,Corporate L2,91,15,Web,No,Offer1,0,532.80,Four-Door Car,Small
MS41162,Saar,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,26-Jan-11,"4,022.96",Basic,117.00,1,Personal Auto,Personal L3,1,6,Agent,No,Offer1,0,975.11,SUV,Medsize
PU25891,Jaww,Bahrain,Rural,F,Married,High School or Below,Employed,"80,536.00",11-Jan-11,"9,618.31",Basic,119.00,3,Special Auto,Special L2,83,5,Branch,No,Offer1,0,53.80,Sports Car,Medsize
RB81636,Manama,Bahrain,Suburban,F,Single,College,Unemployed,0.00,15-Jan-11,"2,274.78",Basic,63.00,1,Personal Auto,Personal L2,5,2,Agent,No,Offer2,0,606.64,Four-Door Car,Small
SX26335,Jaww,Bahrain,Urban,F,Married,College,Employed,"97,732.00",8-Feb-11,"9,552.93",Extended,79.00,2,Personal Auto,Personal L3,70,0,Branch,No,Offer4,0,289.91,Four-Door Car,Medsize
AZ95587,Saar,Bahrain,Urban,F,Single,Bachelor,Employed,"61,222.00",11-Jan-11,"10,388.55",Extended,89.00,2,Special Auto,Special L3,55,20,Branch,No,Offer3,0,392.60,Four-Door Car,Small
DS81757,Jaww,Bahrain,Suburban,M,Single,College,Unemployed,0.00,9-Jan-11,"2,470.12",Basic,74.00,1,Personal Auto,Personal L1,20,7,Web,No,Offer4,0,721.24,Two-Door Car,Large
OJ94107,Saar,Bahrain,Urban,M,Married,Master,Employed,"50,335.00",4-Feb-11,"5,619.07",Premium,140.00,1,Personal Auto,Personal L2,54,9,Call Center,No,Offer1,0,456.52,SUV,Medsize
LP84436,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,21-Jan-11,"9,047.12",Extended,127.00,6,Personal Auto,Personal L2,11,30,Branch,No,Offer3,0,"1,088.00",Sports Car,Medsize
YV64727,Manama,Bahrain,Suburban,M,Married,High School or Below,Employed,"63,221.00",16-Feb-11,"6,692.14",Premium,168.00,1,Corporate Auto,Corporate L3,49,28,Agent,No,Offer3,0,806.40,SUV,Medsize
LM19287,Jaww,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,24-Feb-11,"3,731.50",Extended,96.00,1,Personal Auto,Personal L1,34,31,Agent,Yes,Offer1,0,460.80,Four-Door Car,Large
ZU18643,Sitra,Bahrain,Urban,M,Married,Bachelor,Employed,"64,495.00",18-Jan-11,"3,660.77",Extended,92.00,1,Corporate Auto,Corporate L2,30,34,Web,No,Offer4,0,251.99,Four-Door Car,Medsize
AZ82578,Riffa,Bahrain,Suburban,F,Married,College,Unemployed,0.00,30-Jan-11,"7,928.83",Basic,72.00,2,Corporate Auto,Corporate L3,75,7,Call Center,No,Offer1,0,345.60,Four-Door Car,Medsize
XC67861,Saar,Bahrain,Suburban,F,Divorced,Bachelor,Employed,"28,859.00",9-Jan-11,"5,011.75",Basic,67.00,4,Corporate Auto,Corporate L2,51,24,Call Center,No,Offer1,3,321.60,Two-Door Car,Medsize
YC43143,Saar,Bahrain,Rural,F,Married,High School or Below,Employed,"77,330.00",1-Feb-11,"7,988.26",Extended,99.00,3,Personal Auto,Personal L3,21,0,Web,No,Offer2,0,99.26,Four-Door Car,Medsize
EK59571,Jaww,Bahrain,Suburban,M,Married,College,Unemployed,0.00,28-Feb-11,"3,885.46",Premium,105.00,1,Corporate Auto,Corporate L2,92,3,Branch,Yes,Offer1,0,504.00,Four-Door Car,Large
GD83998,Manama,Bahrain,Suburban,M,Single,Bachelor,Employed,"24,495.00",31-Jan-11,"2,659.34",Basic,70.00,1,Personal Auto,Personal L2,65,29,Branch,No,Offer4,0,336.00,Four-Door Car,Small
WA25797,Manama,Bahrain,Rural,M,Married,High School or Below,Employed,"95,697.00",17-Feb-11,"8,564.77",Basic,107.00,9,Personal Auto,Personal L3,29,29,Agent,Yes,Offer2,0,178.01,Sports Car,Medsize
PD27940,Saar,Bahrain,Suburban,M,Married,High School or Below,Disabled,"26,372.00",12-Feb-11,"4,885.16",Extended,126.00,1,Personal Auto,Personal L3,7,11,Agent,No,Offer4,0,604.80,SUV,Medsize
BS77946,Saar,Bahrain,Rural,F,Married,Bachelor,Medical Leave,"17,514.00",24-Feb-11,"9,753.31",Extended,127.00,3,Personal Auto,Personal L1,5,2,Branch,No,Offer1,0,8.31,SUV,Medsize
YM50253,Riffa,Bahrain,Urban,F,Single,Bachelor,Employed,"89,270.00",1-Feb-11,"2,946.15",Basic,74.00,1,Personal Auto,Personal L3,90,17,Branch,No,Offer2,0,316.60,Four-Door Car,Medsize
NR15332,Riffa,Bahrain,Suburban,M,Married,High School or Below,Employed,"29,757.00",6-Feb-11,"2,581.11",Basic,65.00,1,Personal Auto,Personal L2,55,13,Web,No,Offer2,0,312.00,Four-Door Car,Small
RC62865,Jaww,Bahrain,Rural,M,Single,College,Employed,"51,814.00",23-Jan-11,"3,517.39",Extended,92.00,1,Personal Auto,Personal L2,89,28,Agent,No,Offer3,0,56.30,Four-Door Car,Medsize
CC15295,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"24,028.00",21-Jan-11,"9,743.35",Extended,82.00,2,Personal Auto,Personal L2,27,14,Agent,No,Offer2,0,393.60,Four-Door Car,Small
KA61892,Saar,Bahrain,Suburban,M,Married,College,Retired,"28,142.00",20-Jan-11,"3,873.65",Basic,105.00,1,Personal Auto,Personal L3,50,18,Agent,Yes,Offer2,0,701.71,Sports Car,Medsize
OS94884,Saar,Bahrain,Rural,F,Married,Bachelor,Employed,"52,705.00",6-Jan-11,"7,649.28",Basic,64.00,2,Personal Auto,Personal L2,8,14,Web,No,Offer1,1,128.71,Two-Door Car,Large
ND87334,Riffa,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,22-Feb-11,"2,287.60",Basic,63.00,1,Corporate Auto,Corporate L3,5,1,Agent,No,Offer2,0,679.37,Two-Door Car,Medsize
ML93326,Manama,Bahrain,Urban,F,Married,College,Employed,"84,903.00",27-Feb-11,"4,475.42",Basic,111.00,1,Personal Auto,Personal L1,63,7,Agent,No,Offer1,0,497.13,SUV,Medsize
YL74911,Riffa,Bahrain,Suburban,F,Divorced,College,Unemployed,0.00,21-Feb-11,"8,714.92",Basic,118.00,4,Personal Auto,Personal L3,64,14,Agent,Yes,Offer1,0,566.40,SUV,Medsize
JP69864,Manama,Bahrain,Suburban,F,Single,Bachelor,Retired,"24,910.00",29-Jan-11,"2,248.45",Basic,63.00,1,Personal Auto,Personal L1,63,7,Branch,Yes,Offer1,1,347.86,Four-Door Car,Medsize
HL53154,Riffa,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,22-Feb-11,"7,416.20",Extended,77.00,2,Personal Auto,Personal L3,12,15,Agent,No,Offer1,2,554.40,Four-Door Car,Medsize
RI78966,Jaww,Bahrain,Suburban,M,Married,Master,Medical Leave,"21,876.00",21-Feb-11,"7,771.16",Basic,68.00,2,Personal Auto,Personal L3,28,12,Agent,No,Offer1,0,465.41,Four-Door Car,Small
IC13702,Riffa,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,10-Jan-11,"6,968.34",Basic,69.00,2,Personal Auto,Personal L3,61,33,Agent,No,Offer1,1,496.80,Four-Door Car,Small
BE10809,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,18-Jan-11,"4,250.28",Basic,61.00,7,Personal Auto,Personal L1,1,17,Agent,Yes,Offer1,1,292.80,Four-Door Car,Small
HT87217,Jaww,Bahrain,Urban,F,Divorced,High School or Below,Employed,"70,699.00",16-Jan-11,"19,776.57",Extended,82.00,2,Personal Auto,Personal L2,57,1,Agent,No,Offer3,0,256.81,Four-Door Car,Medsize
TH95618,Riffa,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,6-Jan-11,"21,343.47",Basic,74.00,2,Personal Auto,Personal L2,85,11,Agent,No,Offer1,1,355.20,Four-Door Car,Medsize
TS19868,Riffa,Bahrain,Suburban,M,Married,College,Medical Leave,"27,501.00",27-Jan-11,"2,413.14",Basic,63.00,1,Personal Auto,Personal L1,0,20,Branch,No,Offer4,0,542.32,Four-Door Car,Medsize
LP45550,Jaww,Bahrain,Urban,F,Divorced,Doctor,Disabled,"15,897.00",15-Jan-11,"15,363.85",Premium,101.00,2,Personal Auto,Personal L3,99,30,Agent,No,Offer2,0,303.15,Four-Door Car,Medsize
QR87004,Sitra,Bahrain,Rural,F,Divorced,College,Employed,"25,141.00",9-Jan-11,"8,456.96",Basic,73.00,2,Personal Auto,Personal L3,4,12,Agent,No,Offer3,1,25.44,Four-Door Car,Medsize
OE75747,Sitra,Bahrain,Suburban,F,Married,College,Unemployed,0.00,28-Jan-11,"2,189.64",Basic,61.00,1,Personal Auto,Personal L2,46,5,Agent,No,Offer3,3,292.80,Four-Door Car,Small
DX91392,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"51,066.00",26-Feb-11,"5,780.18",Basic,74.00,8,Personal Auto,Personal L2,0,23,Call Center,Yes,Offer2,0,787.99,Four-Door Car,Medsize
AB72731,Riffa,Bahrain,Rural,F,Married,Bachelor,Employed,"28,358.00",4-Jan-11,"4,639.98",Basic,117.00,1,Personal Auto,Personal L2,37,24,Call Center,No,Offer2,0,84.02,Sports Car,Medsize
RU49126,Manama,Bahrain,Rural,F,Married,College,Employed,"61,846.00",1-Feb-11,"4,465.34",Basic,112.00,1,Personal Auto,Personal L2,48,1,Agent,No,Offer2,0,215.82,SUV,Medsize
IS12901,Saar,Bahrain,Urban,F,Married,Bachelor,Employed,"90,972.00",27-Jan-11,"5,968.12",Basic,74.00,8,Personal Auto,Personal L3,47,3,Call Center,No,Offer2,0,232.93,Two-Door Car,Medsize
IX37561,Manama,Bahrain,Suburban,F,Single,College,Unemployed,0.00,14-Feb-11,"5,097.76",Basic,74.00,7,Personal Auto,Personal L3,95,3,Web,No,Offer3,0,532.80,Two-Door Car,Medsize
HH90090,Riffa,Bahrain,Suburban,F,Divorced,Bachelor,Employed,"29,549.00",23-Jan-11,"4,076.63",Basic,104.00,1,Personal Auto,Personal L2,51,17,Call Center,No,Offer2,0,710.43,Sports Car,Small
IU25463,Riffa,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,18-Feb-11,"12,252.60",Premium,115.00,2,Personal Auto,Personal L2,17,12,Agent,No,Offer1,1,552.00,Four-Door Car,Medsize
KC11055,Sitra,Bahrain,Suburban,F,Married,Bachelor,Employed,"39,411.00",24-Jan-11,"16,936.27",Extended,217.00,4,Personal Auto,Personal L3,29,4,Branch,No,Offer3,2,"1,122.66",Luxury Car,Medsize
PD33979,Jaww,Bahrain,Suburban,M,Married,High School or Below,Employed,"21,709.00",18-Feb-11,"4,892.44",Basic,62.00,3,Personal Auto,Personal L2,17,28,Branch,No,Offer2,0,408.37,Four-Door Car,Large
NK71023,Sitra,Bahrain,Suburban,M,Single,Bachelor,Employed,"67,890.00",19-Jan-11,"9,942.30",Extended,85.00,2,Personal Auto,Personal L2,57,23,Agent,No,Offer4,0,408.00,Four-Door Car,Small
AB13432,Riffa,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,4-Jan-11,"3,735.84",Basic,110.00,1,Personal Auto,Personal L3,16,3,Agent,No,Offer1,0,792.00,SUV,Medsize
OZ97704,Riffa,Bahrain,Suburban,F,Single,High School or Below,Employed,"84,311.00",7-Feb-11,"13,117.52",Basic,111.00,2,Personal Auto,Personal L3,98,11,Call Center,No,Offer3,4,532.80,SUV,Small
UF46533,Riffa,Bahrain,Suburban,F,Single,College,Employed,"99,316.00",30-Jan-11,"4,574.52",Basic,114.00,1,Corporate Auto,Corporate L3,53,26,Branch,No,Offer2,0,754.36,SUV,Medsize
XP47431,Saar,Bahrain,Suburban,F,Married,Bachelor,Employed,"54,507.00",17-Feb-11,"5,470.06",Extended,138.00,1,Personal Auto,Personal L1,11,20,Agent,Yes,Offer2,0,702.99,SUV,Medsize
GK73582,Riffa,Bahrain,Urban,F,Single,Bachelor,Employed,"64,586.00",13-Jan-11,"2,978.85",Extended,76.00,1,Personal Auto,Personal L1,17,3,Branch,No,Offer3,0,206.84,Four-Door Car,Medsize
RV98763,Jaww,Bahrain,Urban,M,Married,College,Employed,"61,709.00",8-Feb-11,"6,410.97",Extended,82.00,7,Personal Auto,Personal L3,41,5,Branch,No,Offer3,2,275.40,Four-Door Car,Medsize
II62831,Riffa,Bahrain,Urban,M,Married,Master,Employed,"94,656.00",29-Jan-11,"4,479.02",Basic,111.00,1,Special Auto,Special L2,79,12,Web,No,Offer4,1,459.74,SUV,Medsize
XK33449,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,5-Feb-11,"2,383.73",Basic,69.00,1,Special Auto,Special L3,40,5,Branch,No,Offer4,0,496.80,Two-Door Car,Small
TR85083,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"61,085.00",20-Jan-11,"2,764.49",Basic,70.00,1,Personal Auto,Personal L3,34,27,Branch,No,Offer2,1,336.00,Two-Door Car,Medsize
EO95328,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"89,284.00",27-Jan-11,"7,920.11",Basic,67.00,2,Personal Auto,Personal L2,31,7,Agent,No,Offer4,3,321.60,Two-Door Car,Small
EN21086,Saar,Bahrain,Suburban,F,Divorced,High School or Below,Unemployed,0.00,9-Jan-11,"6,889.10",Basic,63.00,2,Personal Auto,Personal L2,12,6,Branch,No,Offer1,0,302.40,Four-Door Car,Small
YL83902,Manama,Bahrain,Suburban,F,Married,Bachelor,Employed,"31,686.00",11-Jan-11,"3,274.19",Extended,81.00,1,Personal Auto,Personal L3,33,11,Agent,No,Offer1,0,430.99,Four-Door Car,Small
AZ62651,Jaww,Bahrain,Suburban,M,Single,High School or Below,Employed,"56,855.00",17-Feb-11,"9,951.71",Premium,255.00,1,Corporate Auto,Corporate L3,1,12,Web,No,Offer4,0,"1,836.00",Luxury SUV,Medsize
ZW25874,Jaww,Bahrain,Rural,M,Single,Bachelor,Employed,"53,703.00",16-Feb-11,"2,521.56",Basic,67.00,1,Special Auto,Special L3,45,3,Branch,No,Offer1,2,67.63,Four-Door Car,Medsize
EH41854,Manama,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,10-Feb-11,"23,706.11",Extended,96.00,2,Personal Auto,Personal L1,35,12,Branch,No,Offer3,1,844.48,Two-Door Car,Medsize
MW70227,Riffa,Bahrain,Suburban,M,Married,College,Employed,"20,396.00",19-Feb-11,"6,047.03",Extended,76.00,4,Personal Auto,Personal L1,60,15,Branch,Yes,Offer1,1,364.80,Four-Door Car,Medsize
SL22297,Riffa,Bahrain,Suburban,F,Single,Master,Disabled,"27,679.00",21-Jan-11,"11,140.30",Premium,150.00,3,Personal Auto,Personal L1,28,30,Call Center,No,Offer1,0,722.49,SUV,Medsize
RV14138,Sitra,Bahrain,Suburban,F,Single,Bachelor,Retired,"23,904.00",27-Feb-11,"4,334.06",Extended,123.00,1,Personal Auto,Personal L3,67,1,Agent,Yes,Offer1,3,590.40,SUV,Medsize
UO62808,Saar,Bahrain,Suburban,F,Married,High School or Below,Employed,"65,351.00",4-Feb-11,"2,799.75",Basic,69.00,1,Corporate Auto,Corporate L1,54,4,Call Center,No,Offer2,0,481.03,Four-Door Car,Medsize
ZX64745,Riffa,Bahrain,Suburban,M,Single,College,Unemployed,0.00,18-Jan-11,"7,923.14",Basic,113.00,7,Personal Auto,Personal L2,1,20,Agent,No,Offer1,0,"1,124.43",SUV,Medsize
FL34139,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,3-Feb-11,"3,688.11",Basic,63.00,7,Personal Auto,Personal L2,54,0,Call Center,No,Offer1,3,669.68,Four-Door Car,Medsize
TS11219,Riffa,Bahrain,Suburban,M,Single,College,Unemployed,0.00,2-Jan-11,"12,067.46",Basic,116.00,2,Personal Auto,Personal L2,35,14,Agent,No,Offer1,0,"1,284.09",SUV,Medsize
XX12304,Riffa,Bahrain,Urban,F,Married,College,Employed,"64,459.00",9-Jan-11,"2,924.98",Basic,72.00,1,Personal Auto,Personal L1,64,16,Branch,No,Offer2,0,240.26,Four-Door Car,Medsize
SD64087,Riffa,Bahrain,Suburban,M,Married,College,Employed,"32,961.00",19-Jan-11,"15,014.09",Premium,190.00,3,Corporate Auto,Corporate L2,53,13,Branch,No,Offer1,0,912.00,SUV,Small
OY38576,Jaww,Bahrain,Suburban,F,Divorced,High School or Below,Employed,"71,416.00",11-Jan-11,"9,277.23",Basic,116.00,3,Corporate Auto,Corporate L3,0,10,Agent,No,Offer2,0,556.80,SUV,Medsize
BG76355,Manama,Bahrain,Rural,F,Married,Bachelor,Employed,"68,964.00",31-Jan-11,"6,274.12",Extended,78.00,3,Personal Auto,Personal L3,6,15,Web,No,Offer3,0,115.09,Four-Door Car,Medsize
IP66913,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"78,108.00",11-Jan-11,"3,886.65",Extended,98.00,1,Personal Auto,Personal L3,34,12,Agent,No,Offer2,0,470.40,Two-Door Car,Small
LE95702,Riffa,Bahrain,Suburban,M,Single,College,Retired,"10,621.00",11-Feb-11,"4,386.28",Basic,67.00,5,Special Auto,Special L3,22,28,Agent,Yes,Offer1,0,321.60,Four-Door Car,Medsize
KX54357,Manama,Bahrain,Urban,M,Married,College,Employed,"84,910.00",22-Jan-11,"11,365.27",Extended,95.00,2,Corporate Auto,Corporate L3,69,4,Web,No,Offer2,0,383.17,Two-Door Car,Small
EZ78112,Riffa,Bahrain,Urban,F,Single,High School or Below,Employed,"77,493.00",24-Feb-11,"5,610.96",Basic,70.00,3,Special Auto,Special L3,35,2,Agent,No,Offer1,0,307.96,Four-Door Car,Medsize
XN16891,Saar,Bahrain,Suburban,M,Divorced,College,Employed,"81,097.00",28-Feb-11,"2,912.89",Basic,74.00,1,Personal Auto,Personal L1,67,7,Agent,No,Offer4,0,355.20,Four-Door Car,Small
XK31350,Jaww,Bahrain,Suburban,F,Married,College,Employed,"96,610.00",25-Jan-11,"6,915.73",Extended,85.00,3,Corporate Auto,Corporate L1,23,6,Call Center,No,Offer4,0,520.36,Four-Door Car,Large
CC30924,Jaww,Bahrain,Urban,M,Married,College,Employed,"30,110.00",26-Feb-11,"6,262.66",Premium,159.00,1,Corporate Auto,Corporate L3,71,20,Agent,No,Offer4,0,466.44,Sports Car,Small
IT78748,Jaww,Bahrain,Suburban,F,Married,High School or Below,Disabled,"22,081.00",19-Feb-11,"6,503.40",Extended,84.00,6,Special Auto,Special L3,9,1,Agent,Yes,Offer1,0,451.67,Two-Door Car,Small
KY33386,Manama,Bahrain,Suburban,F,Divorced,High School or Below,Unemployed,0.00,2-Jan-11,"8,007.40",Basic,112.00,3,Personal Auto,Personal L3,93,12,Web,Yes,Offer1,0,537.60,Sports Car,Medsize
CO44221,Riffa,Bahrain,Suburban,M,Married,College,Employed,"98,473.00",2-Jan-11,"2,929.92",Basic,72.00,1,Personal Auto,Personal L1,69,19,Branch,No,Offer2,0,345.60,Four-Door Car,Medsize
LK60013,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"97,431.00",26-Jan-11,"5,969.55",Basic,74.00,3,Personal Auto,Personal L2,72,1,Branch,No,Offer3,0,355.20,Four-Door Car,Medsize
DE21533,Riffa,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"93,870.00",2-Feb-11,"5,473.16",Basic,69.00,8,Personal Auto,Personal L2,96,1,Call Center,No,Offer1,0,331.20,Four-Door Car,Medsize
YS94121,Sitra,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"50,366.00",27-Feb-11,"5,645.40",Basic,72.00,9,Personal Auto,Personal L1,5,9,Call Center,No,Offer1,0,428.73,Four-Door Car,Small
UK68427,Manama,Bahrain,Suburban,M,Single,High School or Below,Employed,"34,498.00",20-Jan-11,"6,369.26",Extended,83.00,7,Personal Auto,Personal L3,72,30,Branch,Yes,Offer2,0,398.40,Two-Door Car,Small
TE49565,Jaww,Bahrain,Suburban,F,Married,College,Disabled,"16,552.00",17-Jan-11,"11,833.77",Basic,103.00,2,Personal Auto,Personal L3,53,23,Call Center,No,Offer2,0,494.40,SUV,Small
RA88421,Jaww,Bahrain,Suburban,F,Married,College,Employed,"26,787.00",17-Jan-11,"6,121.11",Extended,77.00,5,Personal Auto,Personal L3,50,7,Branch,No,Offer3,0,369.60,Four-Door Car,Medsize
KQ51983,Sitra,Bahrain,Suburban,M,Single,College,Unemployed,0.00,24-Feb-11,"5,159.37",Basic,74.00,9,Personal Auto,Personal L1,42,2,Branch,No,Offer1,0,831.75,Two-Door Car,Medsize
CD88896,Sitra,Bahrain,Rural,F,Single,High School or Below,Employed,"43,860.00",14-Feb-11,"2,514.59",Basic,65.00,1,Corporate Auto,Corporate L3,58,15,Agent,Yes,Offer2,0,156.12,Four-Door Car,Medsize
YV22553,Saar,Bahrain,Urban,M,Married,High School or Below,Employed,"21,474.00",20-Feb-11,"8,668.61",Basic,114.00,9,Corporate Auto,Corporate L3,72,13,Agent,No,Offer1,2,373.43,SUV,Small
WU14435,Riffa,Bahrain,Suburban,M,Married,Bachelor,Disabled,"18,174.00",19-Feb-11,"4,960.97",Basic,66.00,9,Corporate Auto,Corporate L1,16,8,Agent,No,Offer1,0,395.93,Four-Door Car,Small
XV84099,Saar,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,8-Feb-11,"5,504.14",Basic,73.00,5,Corporate Auto,Corporate L1,45,18,Call Center,Yes,Offer1,0,350.40,Four-Door Car,Medsize
RI24911,Saar,Bahrain,Urban,M,Single,College,Employed,"60,920.00",6-Feb-11,"7,507.46",Basic,64.00,2,Personal Auto,Personal L3,61,10,Agent,Yes,Offer2,0,231.20,Two-Door Car,Medsize
KO26461,Saar,Bahrain,Urban,M,Married,High School or Below,Employed,"41,520.00",27-Feb-11,"32,269.85",Extended,90.00,2,Personal Auto,Personal L2,70,18,Agent,No,Offer1,0,289.90,Four-Door Car,Medsize
HI14283,Jaww,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,1-Feb-11,"5,657.03",Premium,152.00,1,Personal Auto,Personal L3,89,12,Web,No,Offer1,0,729.60,SUV,Small
PT50227,Saar,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,23-Feb-11,"5,061.76",Basic,68.00,8,Personal Auto,Personal L3,16,19,Call Center,No,Offer3,0,326.40,Two-Door Car,Medsize
BH36570,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"72,208.00",11-Jan-11,"5,912.78",Basic,73.00,8,Personal Auto,Personal L3,84,3,Branch,No,Offer1,0,350.40,Two-Door Car,Small
TX17484,Riffa,Bahrain,Rural,F,Married,Bachelor,Employed,"53,863.00",10-Feb-11,"15,182.28",Basic,63.00,2,Personal Auto,Personal L2,30,12,Web,No,Offer1,0,105.77,Four-Door Car,Large
CT41158,Manama,Bahrain,Urban,M,Divorced,College,Employed,"66,446.00",25-Feb-11,"10,747.03",Extended,136.00,3,Corporate Auto,Corporate L1,77,8,Branch,No,Offer2,0,639.46,SUV,Large
AO87348,Manama,Bahrain,Suburban,M,Single,College,Unemployed,0.00,16-Feb-11,"2,050.62",Basic,61.00,1,Personal Auto,Personal L3,26,18,Agent,No,Offer2,0,292.80,Four-Door Car,Small
DE55857,Manama,Bahrain,Suburban,F,Single,Bachelor,Employed,"64,997.00",30-Jan-11,"2,465.44",Basic,63.00,1,Personal Auto,Personal L3,99,7,Agent,No,Offer2,1,383.44,Four-Door Car,Small
LF66923,Sitra,Bahrain,Suburban,F,Married,High School or Below,Employed,"64,460.00",11-Feb-11,"5,343.12",Basic,66.00,3,Corporate Auto,Corporate L3,42,18,Agent,No,Offer2,0,316.80,Two-Door Car,Small
CN24514,Saar,Bahrain,Rural,F,Married,College,Employed,"46,618.00",14-Jan-11,"8,119.83",Basic,67.00,2,Personal Auto,Personal L1,77,22,Agent,No,Offer3,0,99.09,Four-Door Car,Large
